airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
EasyJet,U2 403,"Oslo, Norway","Copenhagen, Denmark",22:00,23:30,1h 30m
British Airways,BA 356,"Oslo, Norway","Copenhagen, Denmark",21:45,23:15,1h 30m
EasyJet,U2 411,"Oslo, Norway","Copenhagen, Denmark",20:45,22:15,1h 30m
Lufthansa,LH 404,"Oslo, Norway","Copenhagen, Denmark",06:30,08:00,1h 30m
British Airways,BA 337,"Oslo, Norway","Budapest, Hungary",21:30,23:00,1h 30m
EasyJet,U2 707,"Oslo, Norway","Budapest, Hungary",11:00,12:30,1h 30m
British Airways,BA 734,"Oslo, Norway","Budapest, Hungary",09:00,10:30,1h 30m
Ryanair,FR 115,"Oslo, Norway","Budapest, Hungary",19:00,20:30,1h 30m
KLM,KL 645,"Oslo, Norway","Krakow, Poland",07:30,08:45,1h 15m
British Airways,BA 322,"Oslo, Norway","Krakow, Poland",14:45,16:00,1h 15m
KLM,KL 888,"Oslo, Norway","Krakow, Poland",09:00,10:15,1h 15m
Lufthansa,LH 435,"Oslo, Norway","Krakow, Poland",18:00,19:15,1h 15m
KLM,KL 625,"Oslo, Norway","Vienna, Austria",21:00,22:00,1h 0m
Lufthansa,LH 514,"Oslo, Norway","Vienna, Austria",12:00,13:00,1h 0m
British Airways,BA 452,"Oslo, Norway","Vienna, Austria",10:15,11:15,1h 0m
Lufthansa,LH 884,"Oslo, Norway","Vienna, Austria",19:45,20:45,1h 0m
British Airways,BA 173,"Oslo, Norway","Prague, Czech Republic",20:15,21:45,1h 30m
Ryanair,FR 552,"Oslo, Norway","Prague, Czech Republic",09:00,10:30,1h 30m
Ryanair,FR 669,"Oslo, Norway","Prague, Czech Republic",09:15,10:45,1h 30m
British Airways,BA 257,"Oslo, Norway","Prague, Czech Republic",21:00,22:30,1h 30m
EasyJet,U2 286,"Copenhagen, Denmark","London, UK",09:00,10:00,1h 0m
British Airways,BA 957,"Copenhagen, Denmark","London, UK",06:15,07:15,1h 0m
British Airways,BA 360,"Copenhagen, Denmark","London, UK",17:30,18:30,1h 0m
British Airways,BA 601,"Copenhagen, Denmark","London, UK",22:45,23:45,1h 0m
Lufthansa,LH 400,"Copenhagen, Denmark","Edinburgh, UK",08:30,12:30,4h 0m
Lufthansa,LH 426,"Copenhagen, Denmark","Edinburgh, UK",08:15,12:15,4h 0m
EasyJet,U2 122,"Copenhagen, Denmark","Edinburgh, UK",21:00,01:00,4h 0m
KLM,KL 538,"Copenhagen, Denmark","Edinburgh, UK",21:45,01:45,4h 0m
British Airways,BA 412,"Copenhagen, Denmark","Dublin, Ireland",12:00,15:30,3h 30m
KLM,KL 763,"Copenhagen, Denmark","Dublin, Ireland",13:30,17:00,3h 30m
Ryanair,FR 437,"Copenhagen, Denmark","Dublin, Ireland",13:45,17:15,3h 30m
KLM,KL 283,"Copenhagen, Denmark","Dublin, Ireland",17:15,20:45,3h 30m
British Airways,BA 548,"Copenhagen, Denmark","Brussels, Belgium",12:15,16:15,4h 0m
KLM,KL 373,"Copenhagen, Denmark","Brussels, Belgium",07:00,11:00,4h 0m
EasyJet,U2 452,"Copenhagen, Denmark","Brussels, Belgium",21:15,01:15,4h 0m
Lufthansa,LH 615,"Copenhagen, Denmark","Brussels, Belgium",11:15,15:15,4h 0m
Lufthansa,LH 309,"Copenhagen, Denmark","Bruges, Belgium",17:15,21:15,4h 0m
EasyJet,U2 374,"Copenhagen, Denmark","Bruges, Belgium",17:00,21:00,4h 0m
KLM,KL 541,"Copenhagen, Denmark","Bruges, Belgium",11:45,15:45,4h 0m
Ryanair,FR 601,"Copenhagen, Denmark","Bruges, Belgium",09:45,13:45,4h 0m
EasyJet,U2 469,"Copenhagen, Denmark","Amsterdam, Netherlands",14:15,17:15,3h 0m
KLM,KL 636,"Copenhagen, Denmark","Amsterdam, Netherlands",19:15,22:15,3h 0m
Ryanair,FR 956,"Copenhagen, Denmark","Amsterdam, Netherlands",18:00,21:00,3h 0m
EasyJet,U2 732,"Copenhagen, Denmark","Amsterdam, Netherlands",08:45,11:45,3h 0m
EasyJet,U2 703,"Copenhagen, Denmark","Rome, Italy",17:30,21:00,3h 30m
EasyJet,U2 906,"Copenhagen, Denmark","Rome, Italy",08:30,12:00,3h 30m
EasyJet,U2 798,"Copenhagen, Denmark","Rome, Italy",12:00,15:30,3h 30m
EasyJet,U2 751,"Copenhagen, Denmark","Rome, Italy",16:45,20:15,3h 30m
KLM,KL 779,"Copenhagen, Denmark","Florence, Italy",12:45,16:45,4h 0m
Lufthansa,LH 261,"Copenhagen, Denmark","Florence, Italy",22:00,02:00,4h 0m
British Airways,BA 165,"Copenhagen, Denmark","Florence, Italy",13:30,17:30,4h 0m
KLM,KL 249,"Copenhagen, Denmark","Florence, Italy",08:30,12:30,4h 0m
Ryanair,FR 645,"Copenhagen, Denmark","Venice, Italy",07:30,10:30,3h 0m
KLM,KL 814,"Copenhagen, Denmark","Venice, Italy",14:30,17:30,3h 0m
Lufthansa,LH 798,"Copenhagen, Denmark","Venice, Italy",08:00,11:00,3h 0m
Ryanair,FR 772,"Copenhagen, Denmark","Venice, Italy",09:00,12:00,3h 0m
British Airways,BA 704,"Copenhagen, Denmark","Milan, Italy",08:15,11:45,3h 30m
EasyJet,U2 983,"Copenhagen, Denmark","Milan, Italy",17:15,20:45,3h 30m
Ryanair,FR 782,"Copenhagen, Denmark","Milan, Italy",12:15,15:45,3h 30m
EasyJet,U2 965,"Copenhagen, Denmark","Milan, Italy",14:00,17:30,3h 30m
British Airways,BA 711,"Copenhagen, Denmark","Barcelona, Spain",17:15,21:15,4h 0m
Lufthansa,LH 638,"Copenhagen, Denmark","Barcelona, Spain",07:00,11:00,4h 0m
EasyJet,U2 668,"Copenhagen, Denmark","Barcelona, Spain",20:15,00:15,4h 0m
Lufthansa,LH 254,"Copenhagen, Denmark","Barcelona, Spain",17:15,21:15,4h 0m
Lufthansa,LH 750,"Copenhagen, Denmark","Madrid, Spain",15:15,19:15,4h 0m
Ryanair,FR 141,"Copenhagen, Denmark","Madrid, Spain",11:45,15:45,4h 0m
EasyJet,U2 256,"Copenhagen, Denmark","Madrid, Spain",10:30,14:30,4h 0m
British Airways,BA 245,"Copenhagen, Denmark","Madrid, Spain",19:45,23:45,4h 0m
Lufthansa,LH 716,"Copenhagen, Denmark","Lisbon, Portugal",16:15,19:45,3h 30m
Ryanair,FR 658,"Copenhagen, Denmark","Lisbon, Portugal",13:30,17:00,3h 30m
Ryanair,FR 819,"Copenhagen, Denmark","Lisbon, Portugal",18:15,21:45,3h 30m
Ryanair,FR 855,"Copenhagen, Denmark","Lisbon, Portugal",15:30,19:00,3h 30m
Lufthansa,LH 212,"Copenhagen, Denmark","Zurich, Switzerland",18:15,22:15,4h 0m
EasyJet,U2 255,"Copenhagen, Denmark","Zurich, Switzerland",22:15,02:15,4h 0m
Lufthansa,LH 802,"Copenhagen, Denmark","Zurich, Switzerland",14:30,18:30,4h 0m
KLM,KL 458,"Copenhagen, Denmark","Zurich, Switzerland",19:45,23:45,4h 0m
KLM,KL 801,"Copenhagen, Denmark","Berlin, Germany",22:45,00:45,2h 0m
Lufthansa,LH 752,"Copenhagen, Denmark","Berlin, Germany",15:45,17:45,2h 0m
British Airways,BA 915,"Copenhagen, Denmark","Berlin, Germany",10:00,12:00,2h 0m
British Airways,BA 882,"Copenhagen, Denmark","Berlin, Germany",18:15,20:15,2h 0m
EasyJet,U2 359,"Copenhagen, Denmark","Munich, Germany",14:30,16:30,2h 0m
Ryanair,FR 849,"Copenhagen, Denmark","Munich, Germany",08:00,10:00,2h 0m
Lufthansa,LH 613,"Copenhagen, Denmark","Munich, Germany",11:00,13:00,2h 0m
British Airways,BA 266,"Copenhagen, Denmark","Munich, Germany",22:45,00:45,2h 0m
EasyJet,U2 955,"Copenhagen, Denmark","Paris, France",12:00,14:00,2h 0m
KLM,KL 435,"Copenhagen, Denmark","Paris, France",16:00,18:00,2h 0m
KLM,KL 208,"Copenhagen, Denmark","Paris, France",07:30,09:30,2h 0m
EasyJet,U2 545,"Copenhagen, Denmark","Paris, France",14:30,16:30,2h 0m
KLM,KL 765,"Copenhagen, Denmark","Istanbul, Turkey",07:30,08:30,1h 0m
EasyJet,U2 841,"Copenhagen, Denmark","Istanbul, Turkey",17:00,18:00,1h 0m
Ryanair,FR 500,"Copenhagen, Denmark","Istanbul, Turkey",08:45,09:45,1h 0m
British Airways,BA 256,"Copenhagen, Denmark","Istanbul, Turkey",07:45,08:45,1h 0m
KLM,KL 400,"Copenhagen, Denmark","Athens, Greece",15:30,16:30,1h 0m
EasyJet,U2 351,"Copenhagen, Denmark","Athens, Greece",18:00,19:00,1h 0m
Ryanair,FR 628,"Copenhagen, Denmark","Athens, Greece",20:30,21:30,1h 0m
EasyJet,U2 194,"Copenhagen, Denmark","Athens, Greece",22:45,23:45,1h 0m
Lufthansa,LH 578,"Copenhagen, Denmark","Oslo, Norway",18:15,19:45,1h 30m
Ryanair,FR 274,"Copenhagen, Denmark","Oslo, Norway",13:45,15:15,1h 30m
British Airways,BA 231,"Copenhagen, Denmark","Oslo, Norway",13:30,15:00,1h 30m
KLM,KL 163,"Copenhagen, Denmark","Oslo, Norway",16:45,18:15,1h 30m
EasyJet,U2 953,"Copenhagen, Denmark","Budapest, Hungary",13:15,14:30,1h 15m
EasyJet,U2 159,"Copenhagen, Denmark","Budapest, Hungary",13:30,14:45,1h 15m
British Airways,BA 487,"Copenhagen, Denmark","Budapest, Hungary",10:00,11:15,1h 15m
Ryanair,FR 400,"Copenhagen, Denmark","Budapest, Hungary",15:45,17:00,1h 15m
Lufthansa,LH 706,"Copenhagen, Denmark","Krakow, Poland",14:00,15:00,1h 0m
KLM,KL 260,"Copenhagen, Denmark","Krakow, Poland",16:30,17:30,1h 0m
Ryanair,FR 517,"Copenhagen, Denmark","Krakow, Poland",13:45,14:45,1h 0m
British Airways,BA 684,"Copenhagen, Denmark","Krakow, Poland",14:00,15:00,1h 0m
EasyJet,U2 733,"Copenhagen, Denmark","Vienna, Austria",07:00,08:15,1h 15m
EasyJet,U2 516,"Copenhagen, Denmark","Vienna, Austria",09:45,11:00,1h 15m
KLM,KL 852,"Copenhagen, Denmark","Vienna, Austria",08:15,09:30,1h 15m
KLM,KL 468,"Copenhagen, Denmark","Vienna, Austria",12:15,13:30,1h 15m
British Airways,BA 626,"Copenhagen, Denmark","Prague, Czech Republic",11:15,12:45,1h 30m
Lufthansa,LH 652,"Copenhagen, Denmark","Prague, Czech Republic",09:00,10:30,1h 30m
Ryanair,FR 210,"Copenhagen, Denmark","Prague, Czech Republic",13:45,15:15,1h 30m
British Airways,BA 211,"Copenhagen, Denmark","Prague, Czech Republic",13:00,14:30,1h 30m
Lufthansa,LH 971,"Budapest, Hungary","London, UK",17:30,18:30,1h 0m
EasyJet,U2 252,"Budapest, Hungary","London, UK",06:00,07:00,1h 0m
Lufthansa,LH 511,"Budapest, Hungary","London, UK",20:15,21:15,1h 0m
Ryanair,FR 221,"Budapest, Hungary","London, UK",14:30,15:30,1h 0m
Lufthansa,LH 816,"Budapest, Hungary","Edinburgh, UK",06:15,09:15,3h 0m
British Airways,BA 827,"Budapest, Hungary","Edinburgh, UK",08:00,11:00,3h 0m
Lufthansa,LH 658,"Budapest, Hungary","Edinburgh, UK",07:30,10:30,3h 0m
EasyJet,U2 631,"Budapest, Hungary","Edinburgh, UK",20:45,23:45,3h 0m
KLM,KL 813,"Budapest, Hungary","Dublin, Ireland",21:00,00:30,3h 30m
Lufthansa,LH 688,"Budapest, Hungary","Dublin, Ireland",17:45,21:15,3h 30m
British Airways,BA 580,"Budapest, Hungary","Dublin, Ireland",14:15,17:45,3h 30m
EasyJet,U2 535,"Budapest, Hungary","Dublin, Ireland",16:15,19:45,3h 30m
KLM,KL 468,"Budapest, Hungary","Brussels, Belgium",19:15,22:15,3h 0m
EasyJet,U2 202,"Budapest, Hungary","Brussels, Belgium",17:00,20:00,3h 0m
KLM,KL 879,"Budapest, Hungary","Brussels, Belgium",11:45,14:45,3h 0m
KLM,KL 815,"Budapest, Hungary","Brussels, Belgium",20:15,23:15,3h 0m
Lufthansa,LH 753,"Budapest, Hungary","Bruges, Belgium",12:45,16:45,4h 0m
British Airways,BA 541,"Budapest, Hungary","Bruges, Belgium",12:30,16:30,4h 0m
EasyJet,U2 639,"Budapest, Hungary","Bruges, Belgium",19:15,23:15,4h 0m
EasyJet,U2 117,"Budapest, Hungary","Bruges, Belgium",13:45,17:45,4h 0m
EasyJet,U2 861,"Budapest, Hungary","Amsterdam, Netherlands",07:00,10:00,3h 0m
Ryanair,FR 350,"Budapest, Hungary","Amsterdam, Netherlands",21:30,00:30,3h 0m
Ryanair,FR 439,"Budapest, Hungary","Amsterdam, Netherlands",10:00,13:00,3h 0m
EasyJet,U2 391,"Budapest, Hungary","Amsterdam, Netherlands",15:15,18:15,3h 0m
Lufthansa,LH 683,"Budapest, Hungary","Rome, Italy",20:30,00:00,3h 30m
KLM,KL 967,"Budapest, Hungary","Rome, Italy",07:45,11:15,3h 30m
Ryanair,FR 959,"Budapest, Hungary","Rome, Italy",16:15,19:45,3h 30m
EasyJet,U2 685,"Budapest, Hungary","Rome, Italy",17:30,21:00,3h 30m
Lufthansa,LH 823,"Budapest, Hungary","Florence, Italy",20:45,23:45,3h 0m
Lufthansa,LH 408,"Budapest, Hungary","Florence, Italy",21:30,00:30,3h 0m
KLM,KL 315,"Budapest, Hungary","Florence, Italy",16:15,19:15,3h 0m
British Airways,BA 803,"Budapest, Hungary","Florence, Italy",12:45,15:45,3h 0m
Ryanair,FR 860,"Budapest, Hungary","Venice, Italy",11:45,15:15,3h 30m
Ryanair,FR 235,"Budapest, Hungary","Venice, Italy",17:15,20:45,3h 30m
KLM,KL 737,"Budapest, Hungary","Venice, Italy",10:45,14:15,3h 30m
KLM,KL 469,"Budapest, Hungary","Venice, Italy",14:30,18:00,3h 30m
EasyJet,U2 264,"Budapest, Hungary","Milan, Italy",09:00,12:00,3h 0m
Ryanair,FR 105,"Budapest, Hungary","Milan, Italy",20:15,23:15,3h 0m
EasyJet,U2 413,"Budapest, Hungary","Milan, Italy",18:30,21:30,3h 0m
EasyJet,U2 709,"Budapest, Hungary","Milan, Italy",06:30,09:30,3h 0m
KLM,KL 749,"Budapest, Hungary","Barcelona, Spain",17:00,21:00,4h 0m
EasyJet,U2 886,"Budapest, Hungary","Barcelona, Spain",15:45,19:45,4h 0m
Ryanair,FR 547,"Budapest, Hungary","Barcelona, Spain",21:30,01:30,4h 0m
British Airways,BA 560,"Budapest, Hungary","Barcelona, Spain",17:00,21:00,4h 0m
EasyJet,U2 918,"Budapest, Hungary","Madrid, Spain",08:45,11:45,3h 0m
KLM,KL 808,"Budapest, Hungary","Madrid, Spain",09:15,12:15,3h 0m
Ryanair,FR 180,"Budapest, Hungary","Madrid, Spain",15:30,18:30,3h 0m
EasyJet,U2 351,"Budapest, Hungary","Madrid, Spain",13:30,16:30,3h 0m
EasyJet,U2 722,"Budapest, Hungary","Lisbon, Portugal",07:45,10:45,3h 0m
Ryanair,FR 799,"Budapest, Hungary","Lisbon, Portugal",22:00,01:00,3h 0m
EasyJet,U2 582,"Budapest, Hungary","Lisbon, Portugal",14:45,17:45,3h 0m
EasyJet,U2 200,"Budapest, Hungary","Lisbon, Portugal",16:45,19:45,3h 0m
Ryanair,FR 985,"Budapest, Hungary","Zurich, Switzerland",06:15,09:15,3h 0m
British Airways,BA 593,"Budapest, Hungary","Zurich, Switzerland",18:45,21:45,3h 0m
KLM,KL 501,"Budapest, Hungary","Zurich, Switzerland",13:30,16:30,3h 0m
Lufthansa,LH 842,"Budapest, Hungary","Zurich, Switzerland",19:30,22:30,3h 0m
British Airways,BA 982,"Budapest, Hungary","Berlin, Germany",21:00,23:00,2h 0m
EasyJet,U2 504,"Budapest, Hungary","Berlin, Germany",06:45,08:45,2h 0m
Lufthansa,LH 933,"Budapest, Hungary","Berlin, Germany",10:30,12:30,2h 0m
Lufthansa,LH 541,"Budapest, Hungary","Berlin, Germany",11:45,13:45,2h 0m
Lufthansa,LH 261,"Budapest, Hungary","Munich, Germany",06:30,08:30,2h 0m
Ryanair,FR 795,"Budapest, Hungary","Munich, Germany",22:45,00:45,2h 0m
Ryanair,FR 289,"Budapest, Hungary","Munich, Germany",10:30,12:30,2h 0m
Ryanair,FR 807,"Budapest, Hungary","Munich, Germany",17:45,19:45,2h 0m
Ryanair,FR 236,"Budapest, Hungary","Paris, France",08:45,10:45,2h 0m
Lufthansa,LH 418,"Budapest, Hungary","Paris, France",12:30,14:30,2h 0m
British Airways,BA 472,"Budapest, Hungary","Paris, France",12:00,14:00,2h 0m
Ryanair,FR 660,"Budapest, Hungary","Paris, France",17:45,19:45,2h 0m
Lufthansa,LH 282,"Budapest, Hungary","Istanbul, Turkey",08:45,10:15,1h 30m
Ryanair,FR 357,"Budapest, Hungary","Istanbul, Turkey",10:30,12:00,1h 30m
EasyJet,U2 989,"Budapest, Hungary","Istanbul, Turkey",16:15,17:45,1h 30m
British Airways,BA 152,"Budapest, Hungary","Istanbul, Turkey",21:15,22:45,1h 30m
British Airways,BA 688,"Budapest, Hungary","Athens, Greece",12:45,14:15,1h 30m
British Airways,BA 693,"Budapest, Hungary","Athens, Greece",18:15,19:45,1h 30m
Ryanair,FR 193,"Budapest, Hungary","Athens, Greece",10:15,11:45,1h 30m
Lufthansa,LH 583,"Budapest, Hungary","Athens, Greece",09:45,11:15,1h 30m
Lufthansa,LH 289,"Budapest, Hungary","Oslo, Norway",07:00,08:30,1h 30m
KLM,KL 489,"Budapest, Hungary","Oslo, Norway",15:15,16:45,1h 30m
British Airways,BA 164,"Budapest, Hungary","Oslo, Norway",22:30,00:00,1h 30m
KLM,KL 105,"Budapest, Hungary","Oslo, Norway",08:30,10:00,1h 30m
Ryanair,FR 842,"Budapest, Hungary","Copenhagen, Denmark",06:30,07:45,1h 15m
Lufthansa,LH 771,"Budapest, Hungary","Copenhagen, Denmark",15:00,16:15,1h 15m
Lufthansa,LH 241,"Budapest, Hungary","Copenhagen, Denmark",16:30,17:45,1h 15m
EasyJet,U2 248,"Budapest, Hungary","Copenhagen, Denmark",06:00,07:15,1h 15m
Ryanair,FR 326,"Budapest, Hungary","Krakow, Poland",11:45,12:45,1h 0m
Lufthansa,LH 913,"Budapest, Hungary","Krakow, Poland",12:00,13:00,1h 0m
British Airways,BA 206,"Budapest, Hungary","Krakow, Poland",10:00,11:00,1h 0m
Lufthansa,LH 227,"Budapest, Hungary","Krakow, Poland",10:15,11:15,1h 0m
British Airways,BA 875,"Budapest, Hungary","Vienna, Austria",21:45,22:45,1h 0m
EasyJet,U2 866,"Budapest, Hungary","Vienna, Austria",11:30,12:30,1h 0m
EasyJet,U2 355,"Budapest, Hungary","Vienna, Austria",18:00,19:00,1h 0m
EasyJet,U2 493,"Budapest, Hungary","Vienna, Austria",10:00,11:00,1h 0m
British Airways,BA 956,"Budapest, Hungary","Prague, Czech Republic",19:45,21:15,1h 30m
KLM,KL 468,"Budapest, Hungary","Prague, Czech Republic",08:00,09:30,1h 30m
Ryanair,FR 851,"Budapest, Hungary","Prague, Czech Republic",09:15,10:45,1h 30m
British Airways,BA 129,"Budapest, Hungary","Prague, Czech Republic",12:00,13:30,1h 30m
Lufthansa,LH 558,"Krakow, Poland","London, UK",07:30,08:30,1h 0m
British Airways,BA 108,"Krakow, Poland","London, UK",12:30,13:30,1h 0m
Ryanair,FR 224,"Krakow, Poland","London, UK",15:45,16:45,1h 0m
Ryanair,FR 516,"Krakow, Poland","London, UK",14:30,15:30,1h 0m
Ryanair,FR 538,"Krakow, Poland","Edinburgh, UK",14:00,17:00,3h 0m
Ryanair,FR 437,"Krakow, Poland","Edinburgh, UK",17:30,20:30,3h 0m
KLM,KL 227,"Krakow, Poland","Edinburgh, UK",08:00,11:00,3h 0m
Lufthansa,LH 616,"Krakow, Poland","Edinburgh, UK",19:00,22:00,3h 0m
KLM,KL 458,"Krakow, Poland","Dublin, Ireland",15:45,19:45,4h 0m
Lufthansa,LH 723,"Krakow, Poland","Dublin, Ireland",14:30,18:30,4h 0m
Ryanair,FR 829,"Krakow, Poland","Dublin, Ireland",20:00,00:00,4h 0m
EasyJet,U2 218,"Krakow, Poland","Dublin, Ireland",22:30,02:30,4h 0m
Lufthansa,LH 741,"Krakow, Poland","Brussels, Belgium",10:45,14:15,3h 30m
British Airways,BA 745,"Krakow, Poland","Brussels, Belgium",08:00,11:30,3h 30m
Lufthansa,LH 596,"Krakow, Poland","Brussels, Belgium",17:30,21:00,3h 30m
Lufthansa,LH 689,"Krakow, Poland","Brussels, Belgium",06:45,10:15,3h 30m
Ryanair,FR 946,"Krakow, Poland","Bruges, Belgium",11:00,15:00,4h 0m
Lufthansa,LH 435,"Krakow, Poland","Bruges, Belgium",06:15,10:15,4h 0m
KLM,KL 118,"Krakow, Poland","Bruges, Belgium",11:15,15:15,4h 0m
Ryanair,FR 971,"Krakow, Poland","Bruges, Belgium",15:00,19:00,4h 0m
Ryanair,FR 336,"Krakow, Poland","Amsterdam, Netherlands",21:30,01:30,4h 0m
EasyJet,U2 498,"Krakow, Poland","Amsterdam, Netherlands",12:45,16:45,4h 0m
EasyJet,U2 210,"Krakow, Poland","Amsterdam, Netherlands",08:00,12:00,4h 0m
EasyJet,U2 504,"Krakow, Poland","Amsterdam, Netherlands",11:00,15:00,4h 0m
British Airways,BA 190,"Krakow, Poland","Rome, Italy",19:00,23:00,4h 0m
EasyJet,U2 425,"Krakow, Poland","Rome, Italy",14:45,18:45,4h 0m
Ryanair,FR 686,"Krakow, Poland","Rome, Italy",08:15,12:15,4h 0m
EasyJet,U2 412,"Krakow, Poland","Rome, Italy",14:45,18:45,4h 0m
British Airways,BA 915,"Krakow, Poland","Florence, Italy",21:45,01:15,3h 30m
British Airways,BA 360,"Krakow, Poland","Florence, Italy",10:15,13:45,3h 30m
British Airways,BA 180,"Krakow, Poland","Florence, Italy",12:15,15:45,3h 30m
British Airways,BA 547,"Krakow, Poland","Florence, Italy",09:00,12:30,3h 30m
Ryanair,FR 900,"Krakow, Poland","Venice, Italy",07:00,11:00,4h 0m
Ryanair,FR 477,"Krakow, Poland","Venice, Italy",09:30,13:30,4h 0m
EasyJet,U2 607,"Krakow, Poland","Venice, Italy",21:15,01:15,4h 0m
EasyJet,U2 858,"Krakow, Poland","Venice, Italy",21:45,01:45,4h 0m
KLM,KL 609,"Krakow, Poland","Milan, Italy",14:00,17:30,3h 30m
British Airways,BA 594,"Krakow, Poland","Milan, Italy",07:00,10:30,3h 30m
EasyJet,U2 233,"Krakow, Poland","Milan, Italy",21:15,00:45,3h 30m
Ryanair,FR 875,"Krakow, Poland","Milan, Italy",21:15,00:45,3h 30m
British Airways,BA 360,"Krakow, Poland","Barcelona, Spain",12:15,16:15,4h 0m
Ryanair,FR 558,"Krakow, Poland","Barcelona, Spain",09:15,13:15,4h 0m
Lufthansa,LH 172,"Krakow, Poland","Barcelona, Spain",17:45,21:45,4h 0m
British Airways,BA 427,"Krakow, Poland","Barcelona, Spain",22:30,02:30,4h 0m
Lufthansa,LH 674,"Krakow, Poland","Madrid, Spain",14:30,17:30,3h 0m
KLM,KL 917,"Krakow, Poland","Madrid, Spain",18:15,21:15,3h 0m
KLM,KL 933,"Krakow, Poland","Madrid, Spain",12:45,15:45,3h 0m
Ryanair,FR 272,"Krakow, Poland","Madrid, Spain",10:30,13:30,3h 0m
KLM,KL 690,"Krakow, Poland","Lisbon, Portugal",09:45,13:15,3h 30m
KLM,KL 346,"Krakow, Poland","Lisbon, Portugal",07:15,10:45,3h 30m
EasyJet,U2 907,"Krakow, Poland","Lisbon, Portugal",21:00,00:30,3h 30m
Lufthansa,LH 910,"Krakow, Poland","Lisbon, Portugal",20:15,23:45,3h 30m
Ryanair,FR 697,"Krakow, Poland","Zurich, Switzerland",14:45,18:45,4h 0m
EasyJet,U2 782,"Krakow, Poland","Zurich, Switzerland",15:15,19:15,4h 0m
Lufthansa,LH 586,"Krakow, Poland","Zurich, Switzerland",20:15,00:15,4h 0m
Lufthansa,LH 404,"Krakow, Poland","Zurich, Switzerland",14:15,18:15,4h 0m
British Airways,BA 138,"Krakow, Poland","Berlin, Germany",08:30,10:30,2h 0m
Lufthansa,LH 962,"Krakow, Poland","Berlin, Germany",19:30,21:30,2h 0m
Lufthansa,LH 472,"Krakow, Poland","Berlin, Germany",09:30,11:30,2h 0m
Lufthansa,LH 930,"Krakow, Poland","Berlin, Germany",18:30,20:30,2h 0m
British Airways,BA 309,"Krakow, Poland","Munich, Germany",10:30,12:30,2h 0m
British Airways,BA 772,"Krakow, Poland","Munich, Germany",15:30,17:30,2h 0m
British Airways,BA 237,"Krakow, Poland","Munich, Germany",19:15,21:15,2h 0m
Lufthansa,LH 248,"Krakow, Poland","Munich, Germany",08:15,10:15,2h 0m
British Airways,BA 306,"Krakow, Poland","Paris, France",20:15,22:15,2h 0m
KLM,KL 978,"Krakow, Poland","Paris, France",12:15,14:15,2h 0m
British Airways,BA 943,"Krakow, Poland","Paris, France",10:30,12:30,2h 0m
Ryanair,FR 868,"Krakow, Poland","Paris, France",13:30,15:30,2h 0m
Ryanair,FR 712,"Krakow, Poland","Istanbul, Turkey",20:15,21:45,1h 30m
KLM,KL 610,"Krakow, Poland","Istanbul, Turkey",19:45,21:15,1h 30m
Ryanair,FR 331,"Krakow, Poland","Istanbul, Turkey",15:15,16:45,1h 30m
EasyJet,U2 291,"Krakow, Poland","Istanbul, Turkey",14:00,15:30,1h 30m
KLM,KL 696,"Krakow, Poland","Athens, Greece",15:30,17:00,1h 30m
KLM,KL 600,"Krakow, Poland","Athens, Greece",16:45,18:15,1h 30m
EasyJet,U2 122,"Krakow, Poland","Athens, Greece",12:15,13:45,1h 30m
British Airways,BA 120,"Krakow, Poland","Athens, Greece",22:15,23:45,1h 30m
British Airways,BA 531,"Krakow, Poland","Oslo, Norway",22:30,23:45,1h 15m
Ryanair,FR 520,"Krakow, Poland","Oslo, Norway",11:45,13:00,1h 15m
KLM,KL 622,"Krakow, Poland","Oslo, Norway",12:30,13:45,1h 15m
Ryanair,FR 948,"Krakow, Poland","Oslo, Norway",19:15,20:30,1h 15m
EasyJet,U2 720,"Krakow, Poland","Copenhagen, Denmark",15:30,16:30,1h 0m
British Airways,BA 917,"Krakow, Poland","Copenhagen, Denmark",17:30,18:30,1h 0m
EasyJet,U2 131,"Krakow, Poland","Copenhagen, Denmark",11:30,12:30,1h 0m
EasyJet,U2 448,"Krakow, Poland","Copenhagen, Denmark",13:15,14:15,1h 0m
EasyJet,U2 750,"Krakow, Poland","Budapest, Hungary",09:30,10:30,1h 0m
Ryanair,FR 519,"Krakow, Poland","Budapest, Hungary",08:00,09:00,1h 0m
Lufthansa,LH 165,"Krakow, Poland","Budapest, Hungary",15:15,16:15,1h 0m
British Airways,BA 198,"Krakow, Poland","Budapest, Hungary",14:45,15:45,1h 0m
EasyJet,U2 964,"Krakow, Poland","Vienna, Austria",15:15,16:45,1h 30m
Ryanair,FR 919,"Krakow, Poland","Vienna, Austria",18:15,19:45,1h 30m
British Airways,BA 773,"Krakow, Poland","Vienna, Austria",20:00,21:30,1h 30m
EasyJet,U2 225,"Krakow, Poland","Vienna, Austria",10:30,12:00,1h 30m
KLM,KL 750,"Krakow, Poland","Prague, Czech Republic",14:15,15:45,1h 30m
Lufthansa,LH 497,"Krakow, Poland","Prague, Czech Republic",09:30,11:00,1h 30m
EasyJet,U2 622,"Krakow, Poland","Prague, Czech Republic",21:00,22:30,1h 30m
British Airways,BA 359,"Krakow, Poland","Prague, Czech Republic",12:00,13:30,1h 30m
